"global_step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1590164289__1719299073 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_400575933__1719297796 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3618923054__1719296526 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3964389630__1719295259 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1920066308__1719293997 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1447457718__1719292752 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3784963114__1719291767 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1640821056__1719290612 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_774354716__1719289603 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1227361048__1719288544 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2540606060__1719287552 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1745471230__1719286431 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_464311545__1719285416 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_3743820928__1719284337 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_68631419__1719283322 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_1660790241__1719282244 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2908271620__1719281278 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2936445695__1719280293 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_46097618__1719279249 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_full_empathy_2056819087__1719278114 - test/episodic_length__MAX"
"0","0","0","0","354","354","354","0","0","0","431","431","431","0","0","0","257","257","257","0","0","0","242","242","242","0","0","0","401","401","401","0","0","0","302","302","302","0","0","0","345","345","345","0","0","0","293","293","293","0","0","0","295","295","295","0","0","0","322","322","322","0","0","0","330","330","330","0","0","0","305","305","305","0","0","0","342","342","342","0","0","0","364","364","364","0","0","0","370","370","370","0","0","0","390","390","390","0","0","0","326","326","326","0","0","0","272","272","272","0","0","0","274","274","274","0","0","0","350","350","350"
"1600","1","1","1","434","434","434","1","1","1","411","411","411","1","1","1","390","390","390","1","1","1","363","363","363","1","1","1","423","423","423","1","1","1","427","427","427","1","1","1","432","432","432","1","1","1","293","293","293","1","1","1","402","402","402","1","1","1","398","398","398","1","1","1","353","353","353","1","1","1","261","261","261","1","1","1","376","376","376","1","1","1","291","291","291","1","1","1","260","260","260","1","1","1","395","395","395","1","1","1","259","259","259","1","1","1","411","411","411","1","1","1","280","280","280","1","1","1","295","295","295"
"3200","2","2","2","310","310","310","2","2","2","249","249","249","2","2","2","342","342","342","2","2","2","401","401","401","2","2","2","332","332","332","2","2","2","390","390","390","2","2","2","261","261","261","2","2","2","381","381","381","2","2","2","320","320","320","2","2","2","276","276","276","2","2","2","422","422","422","2","2","2","304","304","304","2","2","2","256","256","256","2","2","2","367","367","367","2","2","2","361","361","361","2","2","2","333","333","333","2","2","2","390","390","390","2","2","2","274","274","274","2","2","2","401","401","401","2","2","2","317","317","317"
"4800","3","3","3","391","391","391","3","3","3","348","348","348","3","3","3","375","375","375","3","3","3","277","277","277","3","3","3","324","324","324","3","3","3","401","401","401","3","3","3","425","425","425","3","3","3","257","257","257","3","3","3","405","405","405","3","3","3","344","344","344","3","3","3","416","416","416","3","3","3","249","249","249","3","3","3","431","431","431","3","3","3","307","307","307","3","3","3","306","306","306","3","3","3","384","384","384","3","3","3","411","411","411","3","3","3","356","356","356","3","3","3","397","397","397","3","3","3","390","390","390"
"6400","4","4","4","390","390","390","4","4","4","340","340","340","4","4","4","322","322","322","4","4","4","287","287","287","4","4","4","298","298","298","4","4","4","337","337","337","4","4","4","314","314","314","4","4","4","428","428","428","4","4","4","296","296","296","4","4","4","382","382","382","4","4","4","245","245","245","4","4","4","291","291","291","4","4","4","236","236","236","4","4","4","274","274","274","4","4","4","288","288","288","4","4","4","394","394","394","4","4","4","312","312","312","4","4","4","234","234","234","4","4","4","369","369","369","4","4","4","342","342","342"
"8000","5","5","5","391","391","391","5","5","5","415","415","415","5","5","5","387","387","387","5","5","5","281","281","281","5","5","5","378","378","378","5","5","5","328","328","328","5","5","5","264","264","264","5","5","5","278","278","278","5","5","5","417","417","417","5","5","5","265","265","265","5","5","5","401","401","401","5","5","5","289","289","289","5","5","5","284","284","284","5","5","5","425","425","425","5","5","5","334","334","334","5","5","5","407","407","407","5","5","5","306","306","306","5","5","5","422","422","422","5","5","5","322","322","322","5","5","5","316","316","316"
"9600","6","6","6","429","429","429","6","6","6","356","356","356","6","6","6","400","400","400","6","6","6","258","258","258","6","6","6","364","364","364","6","6","6","326","326","326","6","6","6","305","305","305","6","6","6","415","415","415","6","6","6","355","355","355","6","6","6","430","430","430","6","6","6","393","393","393","6","6","6","427","427","427","6","6","6","422","422","422","6","6","6","424","424","424","6","6","6","427","427","427","6","6","6","236","236","236","6","6","6","310","310","310","6","6","6","372","372","372","6","6","6","416","416","416","6","6","6","269","269","269"
"11200","7","7","7","269","269","269","7","7","7","402","402","402","7","7","7","266","266","266","7","7","7","272","272","272","7","7","7","235","235","235","7","7","7","326","326","326","7","7","7","277","277","277","7","7","7","248","248","248","7","7","7","412","412","412","7","7","7","426","426","426","7","7","7","266","266","266","7","7","7","249","249","249","7","7","7","378","378","378","7","7","7","311","311","311","7","7","7","343","343","343","7","7","7","289","289","289","7","7","7","355","355","355","7","7","7","420","420","420","7","7","7","421","421","421","7","7","7","490","490","490"
"12800","8","8","8","297","297","297","8","8","8","274","274","274","8","8","8","310","310","310","8","8","8","246","246","246","8","8","8","348","348","348","8","8","8","397","397","397","8","8","8","246","246","246","8","8","8","333","333","333","8","8","8","392","392","392","8","8","8","297","297","297","8","8","8","382","382","382","8","8","8","395","395","395","8","8","8","428","428","428","8","8","8","420","420","420","8","8","8","390","390","390","8","8","8","377","377","377","8","8","8","239","239","239","8","8","8","276","276","276","8","8","8","427","427","427","8","8","8","359","359","359"
"14400","9","9","9","278","278","278","9","9","9","392","392","392","9","9","9","280","280","280","9","9","9","407","407","407","9","9","9","436","436","436","9","9","9","248","248","248","9","9","9","332","332","332","9","9","9","425","425","425","9","9","9","380","380","380","9","9","9","324","324","324","9","9","9","285","285","285","9","9","9","367","367","367","9","9","9","439","439","439","9","9","9","350","350","350","9","9","9","395","395","395","9","9","9","407","407","407","9","9","9","350","350","350","9","9","9","432","432","432","9","9","9","304","304","304","9","9","9","307","307","307"
"16000","10","10","10","321","321","321","10","10","10","419","419","419","10","10","10","424","424","424","10","10","10","278","278","278","10","10","10","259","259","259","10","10","10","354","354","354","10","10","10","235","235","235","10","10","10","235","235","235","10","10","10","270","270","270","10","10","10","300","300","300","10","10","10","242","242","242","10","10","10","283","283","283","10","10","10","392","392","392","10","10","10","395","395","395","10","10","10","347","347","347","10","10","10","368","368","368","10","10","10","346","346","346","10","10","10","336","336","336","10","10","10","305","305","305","10","10","10","359","359","359"
"17600","11","11","11","309","309","309","11","11","11","321","321","321","11","11","11","367","367","367","11","11","11","306","306","306","11","11","11","312","312","312","11","11","11","429","429","429","11","11","11","302","302","302","11","11","11","343","343","343","11","11","11","356","356","356","11","11","11","403","403","403","11","11","11","238","238","238","11","11","11","295","295","295","11","11","11","452","452","452","11","11","11","493","493","493","11","11","11","371","371","371","11","11","11","391","391","391","11","11","11","378","378","378","11","11","11","296","296","296","11","11","11","360","360","360","11","11","11","420","420","420"
"19200","12","12","12","312","312","312","12","12","12","444","444","444","12","12","12","375","375","375","12","12","12","359","359","359","12","12","12","298","298","298","12","12","12","235","235","235","12","12","12","286","286","286","12","12","12","244","244","244","12","12","12","411","411","411","12","12","12","490","490","490","12","12","12","305","305","305","12","12","12","238","238","238","12","12","12","250","250","250","12","12","12","305","305","305","12","12","12","396","396","396","12","12","12","344","344","344","12","12","12","340","340","340","12","12","12","347","347","347","12","12","12","300","300","300","12","12","12","285","285","285"
"20800","13","13","13","261","261","261","13","13","13","294","294","294","13","13","13","330","330","330","13","13","13","458","458","458","13","13","13","254","254","254","13","13","13","357","357","357","13","13","13","256","256","256","13","13","13","357","357","357","13","13","13","403","403","403","13","13","13","378","378","378","13","13","13","241","241","241","13","13","13","404","404","404","13","13","13","340","340","340","13","13","13","400","400","400","13","13","13","396","396","396","13","13","13","295","295","295","13","13","13","400","400","400","13","13","13","403","403","403","13","13","13","429","429","429","13","13","13","329","329","329"
"22400","14","14","14","399","399","399","14","14","14","349","349","349","14","14","14","452","452","452","14","14","14","267","267","267","14","14","14","331","331","331","14","14","14","369","369","369","14","14","14","309","309","309","14","14","14","364","364","364","14","14","14","327","327","327","14","14","14","293","293","293","14","14","14","310","310","310","14","14","14","355","355","355","14","14","14","343","343","343","14","14","14","300","300","300","14","14","14","362","362","362","14","14","14","350","350","350","14","14","14","285","285","285","14","14","14","262","262","262","14","14","14","335","335","335","14","14","14","358","358","358"
"24000","15","15","15","433","433","433","15","15","15","394","394","394","15","15","15","425","425","425","15","15","15","336","336","336","15","15","15","305","305","305","15","15","15","307","307","307","15","15","15","305","305","305","15","15","15","376","376","376","15","15","15","355","355","355","15","15","15","433","433","433","15","15","15","275","275","275","15","15","15","271","271","271","15","15","15","395","395","395","15","15","15","321","321","321","15","15","15","385","385","385","15","15","15","413","413","413","15","15","15","252","252","252","15","15","15","434","434","434","15","15","15","365","365","365","15","15","15","402","402","402"
"25600","16","16","16","395","395","395","16","16","16","439","439","439","16","16","16","403","403","403","16","16","16","407","407","407","16","16","16","342","342","342","16","16","16","246","246","246","16","16","16","434","434","434","16","16","16","380","380","380","16","16","16","266","266","266","16","16","16","237","237","237","16","16","16","291","291","291","16","16","16","489","489","489","16","16","16","305","305","305","16","16","16","244","244","244","16","16","16","312","312","312","16","16","16","303","303","303","16","16","16","412","412","412","16","16","16","401","401","401","16","16","16","366","366","366","16","16","16","331","331","331"
"27200","17","17","17","250","250","250","17","17","17","353","353","353","17","17","17","270","270","270","17","17","17","339","339","339","17","17","17","383","383","383","17","17","17","327","327","327","17","17","17","402","402","402","17","17","17","259","259","259","17","17","17","279","279","279","17","17","17","243","243","243","17","17","17","465","465","465","17","17","17","347","347","347","17","17","17","277","277","277","17","17","17","417","417","417","17","17","17","340","340","340","17","17","17","301","301","301","17","17","17","395","395","395","17","17","17","334","334","334","17","17","17","327","327","327","17","17","17","323","323","323"
"28800","18","18","18","272","272","272","18","18","18","427","427","427","18","18","18","381","381","381","18","18","18","361","361","361","18","18","18","311","311","311","18","18","18","292","292","292","18","18","18","297","297","297","18","18","18","285","285","285","18","18","18","383","383","383","18","18","18","328","328","328","18","18","18","370","370","370","18","18","18","453","453","453","18","18","18","306","306","306","18","18","18","251","251","251","18","18","18","273","273","273","18","18","18","266","266","266","18","18","18","384","384","384","18","18","18","351","351","351","18","18","18","424","424","424","18","18","18","342","342","342"
"30400","19","19","19","349","349","349","19","19","19","374","374","374","19","19","19","291","291","291","19","19","19","399","399","399","19","19","19","236","236","236","19","19","19","251","251","251","19","19","19","351","351","351","19","19","19","346","346","346","19","19","19","298","298","298","19","19","19","430","430","430","19","19","19","360","360","360","19","19","19","253","253","253","19","19","19","431","431","431","19","19","19","385","385","385","19","19","19","347","347","347","19","19","19","365","365","365","19","19","19","343","343","343","19","19","19","339","339","339","19","19","19","497","497","497","19","19","19","388","388","388"
"32000","20","20","20","385","385","385","20","20","20","374","374","374","20","20","20","356","356","356","20","20","20","288","288","288","20","20","20","424","424","424","20","20","20","353","353","353","20","20","20","418","418","418","20","20","20","301","301","301","20","20","20","458","458","458","20","20","20","273","273","273","20","20","20","418","418","418","20","20","20","366","366","366","20","20","20","323","323","323","20","20","20","298","298","298","20","20","20","380","380","380","20","20","20","360","360","360","20","20","20","391","391","391","20","20","20","250","250","250","20","20","20","440","440","440","20","20","20","348","348","348"
"33600","21","21","21","402","402","402","21","21","21","366","366","366","21","21","21","431","431","431","21","21","21","243","243","243","21","21","21","429","429","429","21","21","21","363","363","363","21","21","21","430","430","430","21","21","21","410","410","410","21","21","21","463","463","463","21","21","21","354","354","354","21","21","21","314","314","314","21","21","21","427","427","427","21","21","21","339","339","339","21","21","21","355","355","355","21","21","21","329","329","329","21","21","21","495","495","495","21","21","21","446","446","446","21","21","21","427","427","427","21","21","21","247","247","247","21","21","21","389","389","389"
"35200","22","22","22","296","296","296","22","22","22","427","427","427","22","22","22","339","339","339","22","22","22","451","451","451","22","22","22","237","237","237","22","22","22","373","373","373","22","22","22","340","340","340","22","22","22","376","376","376","22","22","22","398","398","398","22","22","22","394","394","394","22","22","22","265","265","265","22","22","22","392","392","392","22","22","22","431","431","431","22","22","22","438","438","438","22","22","22","420","420","420","22","22","22","384","384","384","22","22","22","363","363","363","22","22","22","361","361","361","22","22","22","288","288","288","22","22","22","443","443","443"
"36800","23","23","23","331","331","331","23","23","23","353","353","353","23","23","23","374","374","374","23","23","23","304","304","304","23","23","23","434","434","434","23","23","23","292","292","292","23","23","23","319","319","319","23","23","23","492","492","492","23","23","23","407","407","407","23","23","23","401","401","401","23","23","23","308","308","308","23","23","23","314","314","314","23","23","23","348","348","348","23","23","23","303","303","303","23","23","23","360","360","360","23","23","23","320","320","320","23","23","23","258","258","258","23","23","23","319","319","319","23","23","23","366","366","366","23","23","23","426","426","426"
