"global_step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2707989875__1719299073 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4208362966__1719297796 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1760746650__1719296526 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3775322231__1719295259 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3715118468__1719293997 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1781179920__1719292752 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3416080724__1719291767 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_1071264658__1719290612 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_480638229__1719289603 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2647029536__1719288544 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_2325313576__1719287552 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_362573711__1719286431 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_395888111__1719285416 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3516108348__1719284337 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3949470834__1719283322 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_755567187__1719282244 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_834835883__1719281278 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3266157940__1719280293 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_3053468669__1719279249 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_no_empathy_4255159455__1719278114 - test/episodic_length__MAX"
"0","0","0","0","325","325","325","0","0","0","349","349","349","0","0","0","346","346","346","0","0","0","361","361","361","0","0","0","326","326","326","0","0","0","278","278","278","0","0","0","239","239","239","0","0","0","353","353","353","0","0","0","425","425","425","0","0","0","303","303","303","0","0","0","395","395","395","0","0","0","249","249","249","0","0","0","379","379","379","0","0","0","301","301","301","0","0","0","312","312","312","0","0","0","364","364","364","0","0","0","237","237","237","0","0","0","392","392","392","0","0","0","307","307","307","0","0","0","267","267","267"
"1600","1","1","1","295","295","295","1","1","1","430","430","430","1","1","1","339","339","339","1","1","1","302","302","302","1","1","1","330","330","330","1","1","1","431","431","431","1","1","1","373","373","373","1","1","1","246","246","246","1","1","1","289","289","289","1","1","1","428","428","428","1","1","1","412","412","412","1","1","1","397","397","397","1","1","1","271","271","271","1","1","1","332","332","332","1","1","1","432","432","432","1","1","1","241","241","241","1","1","1","313","313","313","1","1","1","289","289","289","1","1","1","428","428","428","1","1","1","348","348","348"
"3200","2","2","2","251","251","251","2","2","2","306","306","306","2","2","2","360","360","360","2","2","2","388","388","388","2","2","2","408","408","408","2","2","2","308","308","308","2","2","2","339","339","339","2","2","2","428","428","428","2","2","2","305","305","305","2","2","2","330","330","330","2","2","2","339","339","339","2","2","2","355","355","355","2","2","2","357","357","357","2","2","2","360","360","360","2","2","2","427","427","427","2","2","2","238","238","238","2","2","2","398","398","398","2","2","2","355","355","355","2","2","2","356","356","356","2","2","2","242","242","242"
"4800","3","3","3","432","432","432","3","3","3","329","329","329","3","3","3","366","366","366","3","3","3","307","307","307","3","3","3","326","326","326","3","3","3","323","323","323","3","3","3","277","277","277","3","3","3","294","294","294","3","3","3","329","329","329","3","3","3","276","276","276","3","3","3","272","272","272","3","3","3","380","380","380","3","3","3","340","340","340","3","3","3","238","238","238","3","3","3","310","310","310","3","3","3","281","281","281","3","3","3","385","385","385","3","3","3","368","368","368","3","3","3","375","375","375","3","3","3","360","360","360"
"6400","4","4","4","407","407","407","4","4","4","376","376","376","4","4","4","366","366","366","4","4","4","335","335","335","4","4","4","241","241","241","4","4","4","252","252","252","4","4","4","364","364","364","4","4","4","392","392","392","4","4","4","380","380","380","4","4","4","379","379","379","4","4","4","370","370","370","4","4","4","366","366","366","4","4","4","432","432","432","4","4","4","299","299","299","4","4","4","295","295","295","4","4","4","330","330","330","4","4","4","311","311","311","4","4","4","380","380","380","4","4","4","251","251","251","4","4","4","364","364","364"
"8000","5","5","5","336","336","336","5","5","5","359","359","359","5","5","5","341","341","341","5","5","5","285","285","285","5","5","5","378","378","378","5","5","5","424","424","424","5","5","5","237","237","237","5","5","5","403","403","403","5","5","5","308","308","308","5","5","5","378","378","378","5","5","5","352","352","352","5","5","5","294","294","294","5","5","5","369","369","369","5","5","5","425","425","425","5","5","5","242","242","242","5","5","5","247","247","247","5","5","5","269","269","269","5","5","5","236","236","236","5","5","5","378","378","378","5","5","5","426","426","426"
"9600","6","6","6","258","258","258","6","6","6","319","319","319","6","6","6","235","235","235","6","6","6","304","304","304","6","6","6","251","251","251","6","6","6","409","409","409","6","6","6","368","368","368","6","6","6","289","289","289","6","6","6","244","244","244","6","6","6","332","332","332","6","6","6","343","343","343","6","6","6","403","403","403","6","6","6","389","389","389","6","6","6","256","256","256","6","6","6","238","238","238","6","6","6","326","326","326","6","6","6","338","338","338","6","6","6","427","427","427","6","6","6","372","372","372","6","6","6","243","243","243"
"11200","7","7","7","350","350","350","7","7","7","269","269","269","7","7","7","305","305","305","7","7","7","359","359","359","7","7","7","247","247","247","7","7","7","340","340","340","7","7","7","235","235","235","7","7","7","366","366","366","7","7","7","432","432","432","7","7","7","357","357","357","7","7","7","359","359","359","7","7","7","300","300","300","7","7","7","248","248","248","7","7","7","347","347","347","7","7","7","235","235","235","7","7","7","460","460","460","7","7","7","260","260","260","7","7","7","329","329","329","7","7","7","266","266","266","7","7","7","415","415","415"
"12800","8","8","8","266","266","266","8","8","8","353","353","353","8","8","8","411","411","411","8","8","8","349","349","349","8","8","8","302","302","302","8","8","8","297","297","297","8","8","8","400","400","400","8","8","8","235","235","235","8","8","8","412","412","412","8","8","8","285","285","285","8","8","8","333","333","333","8","8","8","260","260","260","8","8","8","307","307","307","8","8","8","294","294","294","8","8","8","280","280","280","8","8","8","354","354","354","8","8","8","278","278","278","8","8","8","347","347","347","8","8","8","416","416","416","8","8","8","320","320","320"
"14400","9","9","9","397","397","397","9","9","9","457","457","457","9","9","9","388","388","388","9","9","9","266","266","266","9","9","9","388","388","388","9","9","9","301","301","301","9","9","9","310","310","310","9","9","9","407","407","407","9","9","9","396","396","396","9","9","9","293","293","293","9","9","9","298","298","298","9","9","9","286","286","286","9","9","9","415","415","415","9","9","9","398","398","398","9","9","9","326","326","326","9","9","9","349","349","349","9","9","9","466","466","466","9","9","9","401","401","401","9","9","9","428","428","428","9","9","9","353","353","353"
"16000","10","10","10","236","236","236","10","10","10","317","317","317","10","10","10","239","239","239","10","10","10","397","397","397","10","10","10","359","359","359","10","10","10","418","418","418","10","10","10","346","346","346","10","10","10","313","313","313","10","10","10","234","234","234","10","10","10","323","323","323","10","10","10","396","396","396","10","10","10","387","387","387","10","10","10","375","375","375","10","10","10","294","294","294","10","10","10","352","352","352","10","10","10","376","376","376","10","10","10","250","250","250","10","10","10","410","410","410","10","10","10","447","447","447","10","10","10","251","251","251"
"17600","11","11","11","382","382","382","11","11","11","383","383","383","11","11","11","270","270","270","11","11","11","305","305","305","11","11","11","250","250","250","11","11","11","360","360","360","11","11","11","245","245","245","11","11","11","313","313","313","11","11","11","274","274","274","11","11","11","331","331","331","11","11","11","299","299","299","11","11","11","381","381","381","11","11","11","460","460","460","11","11","11","299","299","299","11","11","11","365","365","365","11","11","11","240","240","240","11","11","11","393","393","393","11","11","11","358","358","358","11","11","11","383","383","383","11","11","11","308","308","308"
"19200","12","12","12","342","342","342","12","12","12","385","385","385","12","12","12","268","268","268","12","12","12","353","353","353","12","12","12","350","350","350","12","12","12","442","442","442","12","12","12","284","284","284","12","12","12","324","324","324","12","12","12","249","249","249","12","12","12","298","298","298","12","12","12","272","272","272","12","12","12","358","358","358","12","12","12","358","358","358","12","12","12","327","327","327","12","12","12","336","336","336","12","12","12","352","352","352","12","12","12","296","296","296","12","12","12","257","257","257","12","12","12","366","366","366","12","12","12","286","286","286"
"20800","13","13","13","316","316","316","13","13","13","242","242","242","13","13","13","370","370","370","13","13","13","282","282","282","13","13","13","287","287","287","13","13","13","392","392","392","13","13","13","388","388","388","13","13","13","320","320","320","13","13","13","331","331","331","13","13","13","333","333","333","13","13","13","262","262","262","13","13","13","332","332","332","13","13","13","304","304","304","13","13","13","387","387","387","13","13","13","410","410","410","13","13","13","309","309","309","13","13","13","303","303","303","13","13","13","251","251","251","13","13","13","438","438","438","13","13","13","345","345","345"
"22400","14","14","14","243","243","243","14","14","14","261","261","261","14","14","14","256","256","256","14","14","14","449","449","449","14","14","14","303","303","303","14","14","14","262","262","262","14","14","14","420","420","420","14","14","14","380","380","380","14","14","14","454","454","454","14","14","14","377","377","377","14","14","14","370","370","370","14","14","14","427","427","427","14","14","14","357","357","357","14","14","14","252","252","252","14","14","14","389","389","389","14","14","14","444","444","444","14","14","14","361","361","361","14","14","14","291","291","291","14","14","14","304","304","304","14","14","14","414","414","414"
"24000","15","15","15","433","433","433","15","15","15","365","365","365","15","15","15","353","353","353","15","15","15","376","376","376","15","15","15","392","392","392","15","15","15","317","317","317","15","15","15","348","348","348","15","15","15","421","421","421","15","15","15","352","352","352","15","15","15","363","363","363","15","15","15","310","310","310","15","15","15","237","237","237","15","15","15","333","333","333","15","15","15","308","308","308","15","15","15","380","380","380","15","15","15","387","387","387","15","15","15","351","351","351","15","15","15","394","394","394","15","15","15","240","240","240","15","15","15","266","266","266"
"25600","16","16","16","280","280","280","16","16","16","353","353","353","16","16","16","488","488","488","16","16","16","394","394","394","16","16","16","286","286","286","16","16","16","410","410","410","16","16","16","366","366","366","16","16","16","372","372","372","16","16","16","341","341","341","16","16","16","416","416","416","16","16","16","387","387","387","16","16","16","383","383","383","16","16","16","365","365","365","16","16","16","329","329","329","16","16","16","472","472","472","16","16","16","247","247","247","16","16","16","261","261","261","16","16","16","365","365","365","16","16","16","406","406","406","16","16","16","388","388","388"
"27200","17","17","17","416","416","416","17","17","17","402","402","402","17","17","17","394","394","394","17","17","17","326","326","326","17","17","17","369","369","369","17","17","17","316","316","316","17","17","17","285","285","285","17","17","17","329","329","329","17","17","17","418","418","418","17","17","17","412","412","412","17","17","17","241","241","241","17","17","17","337","337","337","17","17","17","370","370","370","17","17","17","425","425","425","17","17","17","235","235","235","17","17","17","366","366","366","17","17","17","366","366","366","17","17","17","249","249","249","17","17","17","351","351","351","17","17","17","399","399","399"
"28800","18","18","18","360","360","360","18","18","18","329","329","329","18","18","18","428","428","428","18","18","18","239","239","239","18","18","18","391","391","391","18","18","18","393","393","393","18","18","18","252","252","252","18","18","18","239","239","239","18","18","18","336","336","336","18","18","18","406","406","406","18","18","18","313","313","313","18","18","18","395","395","395","18","18","18","364","364","364","18","18","18","364","364","364","18","18","18","394","394","394","18","18","18","281","281","281","18","18","18","352","352","352","18","18","18","458","458","458","18","18","18","389","389","389","18","18","18","316","316","316"
"30400","19","19","19","367","367","367","19","19","19","310","310","310","19","19","19","406","406","406","19","19","19","279","279","279","19","19","19","423","423","423","19","19","19","328","328","328","19","19","19","366","366","366","19","19","19","394","394","394","19","19","19","298","298","298","19","19","19","351","351","351","19","19","19","381","381","381","19","19","19","374","374","374","19","19","19","444","444","444","19","19","19","263","263","263","19","19","19","489","489","489","19","19","19","387","387","387","19","19","19","416","416","416","19","19","19","345","345","345","19","19","19","375","375","375","19","19","19","380","380","380"
"32000","20","20","20","403","403","403","20","20","20","331","331","331","20","20","20","292","292","292","20","20","20","409","409","409","20","20","20","413","413","413","20","20","20","269","269","269","20","20","20","363","363","363","20","20","20","356","356","356","20","20","20","415","415","415","20","20","20","375","375","375","20","20","20","432","432","432","20","20","20","325","325","325","20","20","20","465","465","465","20","20","20","418","418","418","20","20","20","389","389","389","20","20","20","338","338","338","20","20","20","257","257","257","20","20","20","235","235","235","20","20","20","382","382","382","20","20","20","388","388","388"
"33600","21","21","21","310","310","310","21","21","21","384","384","384","21","21","21","313","313","313","21","21","21","352","352","352","21","21","21","240","240","240","21","21","21","291","291","291","21","21","21","450","450","450","21","21","21","336","336","336","21","21","21","314","314","314","21","21","21","238","238","238","21","21","21","405","405","405","21","21","21","453","453","453","21","21","21","414","414","414","21","21","21","247","247","247","21","21","21","322","322","322","21","21","21","351","351","351","21","21","21","301","301","301","21","21","21","266","266","266","21","21","21","400","400","400","21","21","21","357","357","357"
"35200","22","22","22","470","470","470","22","22","22","318","318","318","22","22","22","353","353","353","22","22","22","286","286","286","22","22","22","267","267","267","22","22","22","449","449","449","22","22","22","424","424","424","22","22","22","377","377","377","22","22","22","360","360","360","22","22","22","385","385","385","22","22","22","333","333","333","22","22","22","282","282","282","22","22","22","425","425","425","22","22","22","446","446","446","22","22","22","321","321","321","22","22","22","324","324","324","22","22","22","464","464","464","22","22","22","414","414","414","22","22","22","423","423","423","22","22","22","417","417","417"
"36800","23","23","23","317","317","317","23","23","23","368","368","368","23","23","23","262","262","262","23","23","23","403","403","403","23","23","23","493","493","493","23","23","23","305","305","305","23","23","23","339","339","339","23","23","23","260","260","260","23","23","23","386","386","386","23","23","23","344","344","344","23","23","23","345","345","345","23","23","23","440","440","440","23","23","23","335","335","335","23","23","23","292","292","292","23","23","23","280","280","280","23","23","23","262","262","262","23","23","23","504","504","504","23","23","23","372","372","372","23","23","23","381","381","381","23","23","23","357","357","357"
